ticket_id,ticket_code,ticket_number,ticket_display,event_name,event_date,event_date_text,location,ticket_category,ticket_type,table_number,seat_number,guest_name,display_name,table_line,purchaser_name,purchaser_email,purchaser_phone,price,table_price,payment_status,bracelet_type,ticket_status,checked_in,checked_in_at,checked_in_by,scan_count,last_scanned_at,qr_payload,notes,print_file
AADS-TOC-20260725-GA-010,AADS-TOC-20260725-GA-010,GA-010,TICKET 10/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 010,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-010,,GA_010.jpg
AADS-TOC-20260725-GA-011,AADS-TOC-20260725-GA-011,GA-011,TICKET 11/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 011,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-011,,GA_011.jpg
AADS-TOC-20260725-GA-012,AADS-TOC-20260725-GA-012,GA-012,TICKET 12/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 012,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-012,,GA_012.jpg
AADS-TOC-20260725-GA-013,AADS-TOC-20260725-GA-013,GA-013,TICKET 13/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 013,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-013,,GA_013.jpg
AADS-TOC-20260725-GA-014,AADS-TOC-20260725-GA-014,GA-014,TICKET 14/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 014,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-014,,GA_014.jpg
AADS-TOC-20260725-GA-015,AADS-TOC-20260725-GA-015,GA-015,TICKET 15/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 015,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-015,,GA_015.jpg
AADS-TOC-20260725-GA-016,AADS-TOC-20260725-GA-016,GA-016,TICKET 16/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 016,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-016,,GA_016.jpg
AADS-TOC-20260725-GA-017,AADS-TOC-20260725-GA-017,GA-017,TICKET 17/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 017,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-017,,GA_017.jpg
AADS-TOC-20260725-GA-018,AADS-TOC-20260725-GA-018,GA-018,TICKET 18/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 018,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-018,,GA_018.jpg
AADS-TOC-20260725-GA-019,AADS-TOC-20260725-GA-019,GA-019,TICKET 19/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 019,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-019,,GA_019.jpg
AADS-TOC-20260725-GA-020,AADS-TOC-20260725-GA-020,GA-020,TICKET 20/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 020,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-020,,GA_020.jpg
AADS-TOC-20260725-GA-021,AADS-TOC-20260725-GA-021,GA-021,TICKET 21/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 021,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-021,,GA_021.jpg
AADS-TOC-20260725-GA-022,AADS-TOC-20260725-GA-022,GA-022,TICKET 22/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 022,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-022,,GA_022.jpg
AADS-TOC-20260725-GA-023,AADS-TOC-20260725-GA-023,GA-023,TICKET 23/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 023,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-023,,GA_023.jpg
AADS-TOC-20260725-GA-024,AADS-TOC-20260725-GA-024,GA-024,TICKET 24/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 024,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-024,,GA_024.jpg
AADS-TOC-20260725-GA-025,AADS-TOC-20260725-GA-025,GA-025,TICKET 25/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 025,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-025,,GA_025.jpg
AADS-TOC-20260725-GA-026,AADS-TOC-20260725-GA-026,GA-026,TICKET 26/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 026,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-026,,GA_026.jpg
AADS-TOC-20260725-GA-027,AADS-TOC-20260725-GA-027,GA-027,TICKET 27/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 027,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-027,,GA_027.jpg
AADS-TOC-20260725-GA-028,AADS-TOC-20260725-GA-028,GA-028,TICKET 28/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 028,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-028,,GA_028.jpg
AADS-TOC-20260725-GA-029,AADS-TOC-20260725-GA-029,GA-029,TICKET 29/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 029,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-029,,GA_029.jpg
AADS-TOC-20260725-GA-030,AADS-TOC-20260725-GA-030,GA-030,TICKET 30/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 030,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-030,,GA_030.jpg
AADS-TOC-20260725-GA-031,AADS-TOC-20260725-GA-031,GA-031,TICKET 31/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 031,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-031,,GA_031.jpg
AADS-TOC-20260725-GA-032,AADS-TOC-20260725-GA-032,GA-032,TICKET 32/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 032,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-032,,GA_032.jpg
AADS-TOC-20260725-GA-033,AADS-TOC-20260725-GA-033,GA-033,TICKET 33/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 033,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-033,,GA_033.jpg
AADS-TOC-20260725-GA-034,AADS-TOC-20260725-GA-034,GA-034,TICKET 34/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 034,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-034,,GA_034.jpg
AADS-TOC-20260725-GA-035,AADS-TOC-20260725-GA-035,GA-035,TICKET 35/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 035,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-035,,GA_035.jpg
AADS-TOC-20260725-GA-036,AADS-TOC-20260725-GA-036,GA-036,TICKET 36/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 036,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-036,,GA_036.jpg
AADS-TOC-20260725-GA-037,AADS-TOC-20260725-GA-037,GA-037,TICKET 37/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 037,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-037,,GA_037.jpg
AADS-TOC-20260725-GA-038,AADS-TOC-20260725-GA-038,GA-038,TICKET 38/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 038,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-038,,GA_038.jpg
AADS-TOC-20260725-GA-039,AADS-TOC-20260725-GA-039,GA-039,TICKET 39/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 039,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-039,,GA_039.jpg
AADS-TOC-20260725-GA-040,AADS-TOC-20260725-GA-040,GA-040,TICKET 40/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 040,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-040,,GA_040.jpg
AADS-TOC-20260725-GA-041,AADS-TOC-20260725-GA-041,GA-041,TICKET 41/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 041,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-041,,GA_041.jpg
AADS-TOC-20260725-GA-042,AADS-TOC-20260725-GA-042,GA-042,TICKET 42/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 042,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-042,,GA_042.jpg
AADS-TOC-20260725-GA-043,AADS-TOC-20260725-GA-043,GA-043,TICKET 43/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 043,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-043,,GA_043.jpg
AADS-TOC-20260725-GA-044,AADS-TOC-20260725-GA-044,GA-044,TICKET 44/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 044,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-044,,GA_044.jpg
AADS-TOC-20260725-GA-045,AADS-TOC-20260725-GA-045,GA-045,TICKET 45/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 045,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-045,,GA_045.jpg
AADS-TOC-20260725-GA-046,AADS-TOC-20260725-GA-046,GA-046,TICKET 46/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 046,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-046,,GA_046.jpg
AADS-TOC-20260725-GA-047,AADS-TOC-20260725-GA-047,GA-047,TICKET 47/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 047,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-047,,GA_047.jpg
AADS-TOC-20260725-GA-048,AADS-TOC-20260725-GA-048,GA-048,TICKET 48/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 048,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-048,,GA_048.jpg
AADS-TOC-20260725-GA-049,AADS-TOC-20260725-GA-049,GA-049,TICKET 49/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 049,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-049,,GA_049.jpg
AADS-TOC-20260725-GA-050,AADS-TOC-20260725-GA-050,GA-050,TICKET 50/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 050,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-050,,GA_050.jpg
AADS-TOC-20260725-GA-051,AADS-TOC-20260725-GA-051,GA-051,TICKET 51/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 051,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-051,,GA_051.jpg
AADS-TOC-20260725-GA-052,AADS-TOC-20260725-GA-052,GA-052,TICKET 52/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 052,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-052,,GA_052.jpg
AADS-TOC-20260725-GA-053,AADS-TOC-20260725-GA-053,GA-053,TICKET 53/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 053,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-053,,GA_053.jpg
AADS-TOC-20260725-GA-054,AADS-TOC-20260725-GA-054,GA-054,TICKET 54/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 054,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-054,,GA_054.jpg
AADS-TOC-20260725-GA-055,AADS-TOC-20260725-GA-055,GA-055,TICKET 55/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 055,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-055,,GA_055.jpg
AADS-TOC-20260725-GA-056,AADS-TOC-20260725-GA-056,GA-056,TICKET 56/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 056,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-056,,GA_056.jpg
AADS-TOC-20260725-GA-057,AADS-TOC-20260725-GA-057,GA-057,TICKET 57/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 057,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-057,,GA_057.jpg
AADS-TOC-20260725-GA-058,AADS-TOC-20260725-GA-058,GA-058,TICKET 58/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 058,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-058,,GA_058.jpg
AADS-TOC-20260725-GA-059,AADS-TOC-20260725-GA-059,GA-059,TICKET 59/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 059,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-059,,GA_059.jpg
AADS-TOC-20260725-GA-060,AADS-TOC-20260725-GA-060,GA-060,TICKET 60/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 060,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-060,,GA_060.jpg
AADS-TOC-20260725-GA-061,AADS-TOC-20260725-GA-061,GA-061,TICKET 61/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 061,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-061,,GA_061.jpg
AADS-TOC-20260725-GA-062,AADS-TOC-20260725-GA-062,GA-062,TICKET 62/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 062,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-062,,GA_062.jpg
AADS-TOC-20260725-GA-063,AADS-TOC-20260725-GA-063,GA-063,TICKET 63/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 063,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-063,,GA_063.jpg
AADS-TOC-20260725-GA-064,AADS-TOC-20260725-GA-064,GA-064,TICKET 64/64,AADS Tournament of Champions Presented by Amherst PharmaChoice,2026-07-25,"Saturday, July 25, 2026","Club d'Age d'Or, Scoudouc, NB",GENERAL ADMISSION,GENERAL ADMISSION,,,General Admission Guest 064,General Admission Guest,,,,,10,,UNPAID,GENERAL ADMISSION,ACTIVE,NO,,,0,,AADS-TOC-20260725-GA-064,,GA_064.jpg
